Entry,Reaction Name,Description,Pathway IDs
R01061,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate + NADH + H+,"Glycolysis / Gluconeogenesis,Carbon fixation by Calvin cycle,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,Biosynthesis of amino acids"
R01512,ATP:3-phospho-D-glycerate 1-phosphotransferase,ATP + 3-Phospho-D-glycerate <=> ADP + 3-Phospho-D-glyceroyl phosphate,"Glycolysis / Gluconeogenesis,Carbon fixation by Calvin cycle,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,Biosynthesis of amino acids"
R01058,D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase,D-Glyceraldehyde 3-phosphate + NADP+ + H2O <=> 3-Phospho-D-glycerate + NADPH + H+,"Glycolysis / Gluconeogenesis,Pentose phosphate pathway,Microbial metabolism in diverse environments,Carbon metabolism"
R00685,L-tryptophan decarboxy-lyase,L-Tryptophan <=> Tryptamine + CO2,"Tryptophan metabolism,Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R11912,"tryptamine,hydrogen-donor:oxygen oxidoreductase (4-hydroxylating)",Tryptamine + Reduced acceptor + Oxygen <=> 4-Hydroxytryptamine + Acceptor + H2O,"Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R11933,ATP:4-hydroxytryptamine 4-phosphotransferase,ATP + 4-Hydroxytryptamine <=> ADP + Norbaeocystin,"Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R11935,S-adenosyl-L-methionine:norbaeocystin N-methyltransferase,S-Adenosyl-L-methionine + Norbaeocystin <=> S-Adenosyl-L-homocysteine + Baeocystin,"Indole alkaloid biosynthesis,Biosynthesis of secondary metabolites"
R10934,"prephenate carboxy-lyase (3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate-forming)","Prephenate <=> 3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate + CO2","Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
R11065,"3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase","3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate <=> 3-[(1E,4R)-4-Hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate","Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
R11067,,"(3E)-3-[(1R,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate + NADH + H+ <=> 3-[(1R,2S,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate + NAD+","Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
R11068,,"3-[(1R,2S,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate + L-Phenylalanine <=> L-Dihydroanticapsin + Phenylpyruvate","Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
R10917,L-dihydroanticapsin:NAD+ oxidoreductase,L-Dihydroanticapsin + NAD+ <=> L-Anticapsin + NADH + H+,"Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
R11064,L-alanine:L-anticapsin ligase (ADP-forming),L-Anticapsin + L-Alanine + ATP <=> Bacilysin + Orthophosphate + ADP,"Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
R00575,"HCO3-:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)",2 ATP + L-Glutamine + HCO3- + H2O <=> 2 ADP + Orthophosphate + L-Glutamate + Carbamoyl phosphate,"Arginine biosynthesis,Pyrimidine metabolism,Alanine, aspartate and glutamate metabolism,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R01397,carbamoyl-phosphate:L-aspartate carbamoyltransferase,Carbamoyl phosphate + L-Aspartate <=> Orthophosphate + N-Carbamoyl-L-aspartate,"Pyrimidine metabolism,Alanine, aspartate and glutamate metabolism,Biosynthesis of cofactors"
R01993,(S)-dihydroorotate amidohydrolase,(S)-Dihydroorotate + H2O <=> N-Carbamoyl-L-aspartate,"Pyrimidine metabolism,Biosynthesis of cofactors"
R01867,(S)-dihydroorotate:fumarate oxidoreductase,(S)-Dihydroorotate + Fumarate <=> Orotate + Succinate,"Pyrimidine metabolism,Biosynthesis of cofactors"
R01868,(S)-dihydroorotate:quinone oxidoreductase,(S)-Dihydroorotate + Quinone <=> Orotate + Hydroquinone,"Pyrimidine metabolism,Biosynthesis of cofactors"
R01869,(S)-dihydroorotate:NAD+ oxidoreductase,(S)-Dihydroorotate + NAD+ <=> Orotate + H+ + NADH,"Pyrimidine metabolism,Biosynthesis of cofactors"
R01870,orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase,Orotidine 5'-phosphate + Diphosphate <=> Orotate + 5-Phospho-alpha-D-ribose 1-diphosphate,"Pyrimidine metabolism,Biosynthesis of cofactors"
R00965,orotidine-5'-phosphate carboxy-lyase (UMP-forming),Orotidine 5'-phosphate <=> UMP + CO2,"Pyrimidine metabolism,Biosynthesis of cofactors"
R01213,"acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming);",alpha-Isopropylmalate + CoA <=> Acetyl-CoA + 3-Methyl-2-oxobutanoic acid + H2O,"Valine, leucine and isoleucine biosynthesis,Pyruvate metabolism,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R03968,2-isopropylmalate hydro-lyase,alpha-Isopropylmalate <=> 2-Isopropylmaleate + H2O,"Valine, leucine and isoleucine biosynthesis,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism"
R04426,"(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase","(2R,3S)-3-Isopropylmalate + NAD+ <=> (2S)-2-Isopropyl-3-oxosuccinate + NADH + H+","Valine, leucine and isoleucine biosynthesis,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism"
R13398,,C22970 + H2O <=> C22971 + Hexadecanoic acid,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R13399,,C22971 + H2O <=> C22963 + Ethanolamine phosphate,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R13394,,C22963 + H2O <=> C22964 + Unsaturated fatty acid,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R13396,,C22964 + Stearoyl-CoA <=> C22965 + CoA,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R07823,N-acetyl-D-galactosamine-4-sulfate 4-sulfohydrolase,G12336 + H2O <=> G13043 + Sulfate,Glycosaminoglycan degradation
R07824,,G13043 + H2O <=> DWA-2 + N-Acetylgalactosamine,Glycosaminoglycan degradation
R05465,,D-Glyceraldehyde 3-phosphate + L-Arginine <=> L-N2-(2-Carboxyethyl)arginine + Orthophosphate,"Clavulanic acid biosynthesis,Biosynthesis of secondary metabolites"
R05467,L-N2-(2-carboxyethyl)arginine cyclo-ligase (AMP-forming),L-N2-(2-Carboxyethyl)arginine + ATP <=> Deoxyguanidinoproclavaminic acid + AMP + Diphosphate,"Clavulanic acid biosynthesis,Biosynthesis of secondary metabolites"
R05466,"deoxyamidinoproclavaminate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",Deoxyguanidinoproclavaminic acid + 2-Oxoglutarate + Oxygen <=> Guanidinoproclavaminic acid + Succinate + CO2,"Clavulanic acid biosynthesis,Biosynthesis of secondary metabolites"
R05357,amidinoproclavaminate amidinohydrolase,Guanidinoproclavaminic acid + H2O <=> Proclavaminic acid + Urea,"Clavulanic acid biosynthesis,Biosynthesis of secondary metabolites"
R03429,"ATP:1D-myo-inositol-1,3,4-trisphosphate 6-phosphotransferase","ATP + 1D-myo-Inositol 1,3,4-trisphosphate <=> ADP + 1D-myo-Inositol 1,3,4,6-tetrakisphosphate",Inositol phosphate metabolism
R03478,"ATP:1D-myo-inositol-1,3,4,6-tetrakisphosphate 5-phosphotransferase","ATP + 1D-myo-Inositol 1,3,4,6-tetrakisphosphate <=> ADP + 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",Inositol phosphate metabolism
R05202,"ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase","Phytic acid + ADP <=> 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate + ATP",Inositol phosphate metabolism
R01771,ATP:L-homoserine O-phosphotransferase,ATP + L-Homoserine <=> ADP + O-Phospho-L-homoserine,"Glycine, serine and threonine metabolism,Cysteine and methionine metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of amino acids"
R01466,O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming),O-Phospho-L-homoserine + H2O <=> L-Threonine + Orthophosphate,"Glycine, serine and threonine metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of amino acids"
R09998,methylamine:coenzyme M methyltransferase,Methylamine + Coenzyme M <=> Ammonia + 2-(Methylthio)ethanesulfonate,"Methane metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R09999,dimethylamine:coenzyme M methyltransferase,Dimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Methylamine,"Methane metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R09124,trimethylamine:coenzyme M methyltransferase,Trimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Dimethylamine,"Methane metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R09098,methanol:coenzyme M methyltransferase,Methanol + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + H2O,"Methane metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R07558,"beta-carotene,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",beta-Carotene + 2 Reduced ferredoxin + H+ + Oxygen <=> beta-Cryptoxanthin + 2 Oxidized ferredoxin + H2O,"Carotenoid biosynthesis,Biosynthesis of secondary metabolites"
R06946,"zeaxanthin,NADH:oxygen oxidoreductase",Zeaxanthin + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> Antheraxanthin + 2 Oxidized ferredoxin + H2O,"Carotenoid biosynthesis,Biosynthesis of secondary metabolites"
R06948,violaxanthin-neoxanthin isomerase (epoxide-opening),Violaxanthin <=> Neoxanthin,"Carotenoid biosynthesis,Biosynthesis of secondary metabolites"
R06953,9-cis-violaxanthin:9-cis-epoxycarotenoid dioxygenase,9-cis-Violaxanthin + Oxygen <=> Xanthoxin + C25-Epoxy-apo-aldehyde,"Carotenoid biosynthesis,Biosynthesis of secondary metabolites"
R06954,xanthoxin:NAD+ oxidoreductase,Xanthoxin + NAD+ <=> Abscisic aldehyde + NADH + H+,"Carotenoid biosynthesis,Biosynthesis of secondary metabolites"
R06957,abscisic-aldehyde:oxygen oxidoreductase,Abscisic aldehyde + H2O + Oxygen <=> Abscisate + Hydrogen peroxide,"Carotenoid biosynthesis,Biosynthesis of secondary metabolites"
R09327,deoxynogalonate:oxygen oxidoreductase,Deoxynogalonate + Oxygen <=> Nogalonate + H2O,"Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R06675,S-adenosyl-L-methionine:nogalonic-acid O-methyltransferase,Nogalonate + S-Adenosyl-L-methionine <=> Methyl nogalonate + S-Adenosyl-L-homocysteine,"Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R09328,nogalaviketone lyase (ring-opening);,Methyl nogalonate <=> Nogalaviketone,"Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R09329,nogalavinone:NADP+ 7-oxidoreductase,Nogalaviketone + NADPH + H+ <=> Nogalavinone + NADP+,"Biosynthesis of type II polyketide products,Biosynthesis of secondary metabolites"
R01983,D-galacturonate aldose-ketose-isomerase,D-Galacturonate <=> D-Tagaturonate,Pentose and glucuronate interconversions
R02555,D-altronate:NAD+ 3-oxidoreductase,D-Altronate + NAD+ <=> D-Tagaturonate + NADH + H+,Pentose and glucuronate interconversions
R01540,D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming),D-Altronate <=> 2-Dehydro-3-deoxy-D-gluconate + H2O,Pentose and glucuronate interconversions
R02111,"1,4-alpha-D-glucan:orthophosphate alpha-D-glucosyltransferase",Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate,"Starch and sucrose metabolism,Biosynthesis of secondary metabolites"
R08639,"alpha-D-glucose 1,6-phosphomutase",D-Glucose 1-phosphate <=> D-Glucose 6-phosphate,"Starch and sucrose metabolism,Streptomycin biosynthesis,Biosynthesis of secondary metabolites"
R04364,"acetyl-CoA:L-2,3,4,5-tetrahydrodipicolinate N2-acetyltransferase","2,3,4,5-Tetrahydrodipicolinate + Acetyl-CoA + H2O <=> N-Acetyl-L-2-amino-6-oxopimelate + CoA","Monobactam biosynthesis,Lysine biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of amino acids"
R04467,,"N6-Acetyl-LL-2,6-diaminoheptanedioate + 2-Oxoglutarate <=> N-Acetyl-L-2-amino-6-oxopimelate + L-Glutamate","Lysine biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of amino acids"
R02733,"N6-acetyl-LL-2,6-diaminoheptanedioate amidohydrolase","N6-Acetyl-LL-2,6-diaminoheptanedioate + H2O <=> Acetate + LL-2,6-Diaminoheptanedioate","Lysine biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of amino acids"
R02574,"S,S-dimethyl-beta-propiothetin dimethyl-sulfide-lyase","S,S-Dimethyl-beta-propiothetin <=> Dimethyl sulfide + Acrylic acid","Sulfur metabolism,Sulfur cycle"
R13454,,Acrylic acid <=> Propenoyl-CoA,Sulfur metabolism
R13455,,Propenoyl-CoA <=> 3-Hydroxypropanoate,Sulfur metabolism
R13457,,3-Hydroxypropanoate <=> 3-Oxopropanoate,Propanoate metabolism
R00705,"3-oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)",3-Oxopropanoate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+,"beta-Alanine metabolism,Inositol phosphate metabolism,Propanoate metabolism,Carbon metabolism"
R00566,L-arginine carboxy-lyase (agmatine-forming),L-Arginine <=> Agmatine + CO2,"Arginine and proline metabolism,Biosynthesis of secondary metabolites"
R01157,agmatine amidinohydrolase,Agmatine + H2O <=> Putrescine + Urea,"Arginine and proline metabolism,Biosynthesis of secondary metabolites"
R00178,S-adenosyl-L-methionine carboxy-lyase [S-adenosyl 3-(methylsulfanyl)propylamine-forming],S-Adenosyl-L-methionine + H+ <=> S-Adenosylmethioninamine + CO2,"Cysteine and methionine metabolism,Arginine and proline metabolism,Biosynthesis of secondary metabolites"
R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase,S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine,"Cysteine and methionine metabolism,Arginine and proline metabolism,Glutathione metabolism,Biosynthesis of secondary metabolites"
R12313,histidine racemase,L-Histidine <=> D-Histidine,D-Amino acid metabolism
R12341,S-adenosyl-L-methionine:D-histidine N-[(3S)-3-amino-3-carboxypropyl]-transferase,S-Adenosyl-L-methionine + D-Histidine <=> (2S)-2-Amino-4-{[(1R)-1-carboxy-2-(1H-imidazol-4-yl)ethyl]amino}butanoate + 5'-Methylthioadenosine,D-Amino acid metabolism
R12237,staphylopine:NADP+ oxidoreductase [(2S)-2-amino-4-{[(1R)-1-carboxy-2-(1H-imidazol-4-yl)ethyl]amino}butanoate]-forming,Staphylopine + NADP+ + H2O <=> (2S)-2-Amino-4-{[(1R)-1-carboxy-2-(1H-imidazol-4-yl)ethyl]amino}butanoate + Pyruvate + NADPH + H+,D-Amino acid metabolism
R09570,L-tryptophan:FADH2 oxidoreductase (7-halogenating),L-Tryptophan + FADH2 + Cl- + Oxygen + H+ <=> 7-Chloro-L-tryptophan + FAD + 2 H2O,"Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R11105,,7-Chloro-L-tryptophan + Oxygen <=> Monodechloroaminopyrrolnitrin + CO2 + 2 H2O,"Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R11106,,Monodechloroaminopyrrolnitrin + FADH2 + Cl- + Oxygen + H+ <=> Aminopyrrolnitrin + FAD + 2 H2O,"Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R11107,,Aminopyrrolnitrin + 2 NADPH + 2 Oxygen + 2 H+ <=> Pyrrolnitrin + 2 NADP+ + 2 H2O,"Staurosporine biosynthesis,Biosynthesis of secondary metabolites"
R03296,trans-4-hydroxy-L-proline 2-epimerase,Hydroxyproline <=> cis-4-Hydroxy-D-proline,D-Amino acid metabolism
R11428,cis-4-hydroxy-D-proline:acceptor oxidoreductase,cis-4-Hydroxy-D-proline + Acceptor <=> 1-Pyrroline-4-hydroxy-2-carboxylate + Reduced acceptor,D-Amino acid metabolism
R02280,1-pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing),"1-Pyrroline-4-hydroxy-2-carboxylate + H2O <=> 2,5-Dioxopentanoate + Ammonia",D-Amino acid metabolism
R00264,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase","2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+","Pentose and glucuronate interconversions,Ascorbate and aldarate metabolism,D-Amino acid metabolism"
R10685,NAD+:glycine ADP-D-ribosyltransferase (dehydroalanine-producing),NAD+ + Glycine + [Protein]-L-cysteine <=> ADP-5-ethyl-4-methylthiazole-2-carboxylate + Nicotinamide + [Protein]-dehydroalanine + 3 H2O,"Thiamine metabolism,Biosynthesis of cofactors"
R10686,,Pyridoxal phosphate + L-Histidine <=> 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,"Thiamine metabolism,Biosynthesis of cofactors"
R00619,ATP:thiamine diphosphotransferase,ATP + Thiamine <=> AMP + Thiamin diphosphate,"Thiamine metabolism,Biosynthesis of cofactors"
R09076,spermidine:oxygen oxidoreductase (spermidine-forming),Spermine + Oxygen + H2O <=> Spermidine + 3-Aminopropanal + Hydrogen peroxide,"Arginine and proline metabolism,beta-Alanine metabolism,Pantothenate and CoA biosynthesis,Biosynthesis of cofactors"
R00904,3-aminopropanal:NAD+ oxidoreductase,3-Aminopropanal + NAD+ + H2O <=> beta-Alanine + NADH + H+,"beta-Alanine metabolism,Pantothenate and CoA biosynthesis,Biosynthesis of cofactors"
R02473,(R)-pantoate:beta-alanine ligase (AMP-forming),ATP + (R)-Pantoate + beta-Alanine <=> AMP + Diphosphate + Pantothenate,"beta-Alanine metabolism,Pantothenate and CoA biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R01799,CTP:phosphatidate cytidyltransferase,CTP + Phosphatidate <=> Diphosphate + CDP-diacylglycerol,"Glycerophospholipid metabolism,Biosynthesis of secondary metabolites"
R01800,CDP-diacylglycerol:L-serine 3-phosphatidyltransferase,CDP-diacylglycerol + L-Serine <=> CMP + Phosphatidylserine,"Glycine, serine and threonine metabolism,Glycerophospholipid metabolism,Biosynthesis of secondary metabolites"
R02055,phsophatidyl-L-serine carboxy-lyase,Phosphatidylserine <=> Phosphatidylethanolamine + CO2,"Glycerophospholipid metabolism,Biosynthesis of secondary metabolites"
R13016,"glycine betaine,NADH:oxygen oxidoreductase (demethylating)","Betaine + NADH + H+ + Oxygen <=> N,N-Dimethylglycine + NAD+ + Formaldehyde + H2O","Glycine, serine and threonine metabolism"
R01564,"N,N-dimethylglycine,5,6,7,8-tetrahydrofolate:oxygen oxidoreductase (demethylating,5,10-methylenetetrahydrofolate-forming)","N,N-Dimethylglycine + Tetrahydrofolate + Oxygen <=> Sarcosine + 5,10-Methylenetetrahydrofolate + Hydrogen peroxide","Glycine, serine and threonine metabolism,One carbon pool by folate"
R01565,"N,N-dimethylglycine,5,6,7,8-tetrahydrofolate:electron-transferflavoprotein oxidoreductase (demethylating,5,10-methylenetetrahydrofolate-forming)","N,N-Dimethylglycine + Tetrahydrofolate + Electron-transferring flavoprotein <=> Sarcosine + 5,10-Methylenetetrahydrofolate + Reduced electron-transferring flavoprotein","Glycine, serine and threonine metabolism,One carbon pool by folate"
R00610,sarcosine:oxygen oxidoreductase (demethylating),Sarcosine + H2O + Oxygen <=> Glycine + Formaldehyde + Hydrogen peroxide,"Glycine, serine and threonine metabolism"
R13028,"N,N-dimethylglycine:ferredoxin oxidoreductase (demethylating)","N,N-Dimethylglycine + 2 Oxidized ferredoxin + H2O <=> Sarcosine + Formaldehyde + 2 Reduced ferredoxin + 2 H+","Glycine, serine and threonine metabolism"
R00220,L-serine ammonia-lyase,L-Serine <=> Pyruvate + Ammonia,"Glycine, serine and threonine metabolism,Biosynthesis of secondary metabolites,Carbon metabolism,Biosynthesis of amino acids"
R00235,acetate:CoA ligase (AMP-forming),ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,"Glycolysis / Gluconeogenesis,Glyoxylate and dicarboxylate metabolism,Methane metabolism,Other carbon fixation pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
R09096,,"Acetyl-CoA + 5,6,7,8-Tetrahydromethanopterin <=> CoA + 5-Methyl-5,6,7,8-tetrahydromethanopterin + CO","Methane metabolism,Microbial metabolism in diverse environments,Carbon metabolism"
R03140,"D-ribulose 1,5-bisphosphate oxygenase","D-Ribulose 1,5-bisphosphate + Oxygen <=> 3-Phospho-D-glycerate + 2-Phosphoglycolate","Glyoxylate and dicarboxylate metabolism,Biosynthesis of secondary metabolites,Carbon metabolism"
R01334,2-phosphoglycolate phosphohydrolase,2-Phosphoglycolate + H2O <=> Glycolate + Orthophosphate,"Glyoxylate and dicarboxylate metabolism,Biosynthesis of secondary metabolites,Carbon metabolism"
R00475,glycolate:oxygen 2-oxidoreductase,Glycolate + Oxygen <=> Glyoxylate + Hydrogen peroxide,"Glyoxylate and dicarboxylate metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
